Training CBOW_CrossEntropyLoss_SGD-lr0.020...
Training | CBOW_CrossEntropyLoss_SGD-lr0.001 | Epoch 66 | Loss 0.03437345362202346
Training | CBOW_CrossEntropyLoss_SGD-lr0.001 | Epoch 67 | Loss 0.034349373310100455
Training | CBOW_CrossEntropyLoss_SGD-lr0.001 | Epoch 68 | Loss 0.03432623584060199
Training | CBOW_CrossEntropyLoss_SGD-lr0.001 | Epoch 69 | Loss 0.03430352614220355
Training | CBOW_CrossEntropyLoss_SGD-lr0.001 | Epoch 70 | Loss 0.0342811103545609
Training | CBOW_CrossEntropyLoss_SGD-lr0.001 | Epoch 71 | Loss 0.034258860437344794
Training | CBOW_CrossEntropyLoss_SGD-lr0.001 | Epoch 72 | Loss 0.03423687533080965
Training | CBOW_CrossEntropyLoss_SGD-lr0.001 | Epoch 73 | Loss 0.03421538492554664
Training | CBOW_CrossEntropyLoss_SGD-lr0.001 | Epoch 74 | Loss 0.03419453472192993
Training | CBOW_CrossEntropyLoss_SGD-lr0.001 | Epoch 75 | Loss 0.03417320436707849
Training | CBOW_CrossEntropyLoss_SGD-lr0.001 | Epoch 76 | Loss 0.034153093305362495
Training | CBOW_CrossEntropyLoss_SGD-lr0.001 | Epoch 77 | Loss 0.03413276108307778
Training | CBOW_CrossEntropyLoss_SGD-lr0.001 | Epoch 78 | Loss 0.03411310689253664
Training | CBOW_CrossEntropyLoss_SGD-lr0.001 | Epoch 79 | Loss 0.03409334212171113
Training | CBOW_CrossEntropyLoss_SGD-lr0.001 | Epoch 80 | Loss 0.034074138982329874
Training | CBOW_CrossEntropyLoss_SGD-lr0.001 | Epoch 81 | Loss 0.03405527631382415
Training | CBOW_CrossEntropyLoss_SGD-lr0.001 | Epoch 82 | Loss 0.03403608190446534
Training | CBOW_CrossEntropyLoss_SGD-lr0.001 | Epoch 83 | Loss 0.034017690657171876
Training | CBOW_CrossEntropyLoss_SGD-lr0.001 | Epoch 84 | Loss 0.03399976210106824
Training | CBOW_CrossEntropyLoss_SGD-lr0.001 | Epoch 85 | Loss 0.03398139704384213
Training | CBOW_CrossEntropyLoss_SGD-lr0.001 | Epoch 86 | Loss 0.03396376821850925
Training | CBOW_CrossEntropyLoss_SGD-lr0.001 | Epoch 87 | Loss 0.03394614812319882
Training | CBOW_CrossEntropyLoss_SGD-lr0.001 | Epoch 88 | Loss 0.03392897907904828
Training | CBOW_CrossEntropyLoss_SGD-lr0.001 | Epoch 89 | Loss 0.033911722734673244
Training | CBOW_CrossEntropyLoss_SGD-lr0.001 | Epoch 90 | Loss 0.03389499601166014
Training | CBOW_CrossEntropyLoss_SGD-lr0.001 | Epoch 91 | Loss 0.03387826928864704
Training | CBOW_CrossEntropyLoss_SGD-lr0.001 | Epoch 92 | Loss 0.03386202562687614
Training | CBOW_CrossEntropyLoss_SGD-lr0.001 | Epoch 93 | Loss 0.033845796515142655
Training | CBOW_CrossEntropyLoss_SGD-lr0.001 | Epoch 94 | Loss 0.03382978274396292
Training | CBOW_CrossEntropyLoss_SGD-lr0.001 | Epoch 95 | Loss 0.03381392611318728
Training | CBOW_CrossEntropyLoss_SGD-lr0.001 | Epoch 96 | Loss 0.03379840704327968
Training | CBOW_CrossEntropyLoss_SGD-lr0.001 | Epoch 97 | Loss 0.03378288797337208
Training | CBOW_CrossEntropyLoss_SGD-lr0.001 | Epoch 98 | Loss 0.0337675726039883
Training | CBOW_CrossEntropyLoss_SGD-lr0.001 | Epoch 99 | Loss 0.03375278685596646
Saved CBOW_CrossEntropyLoss_SGD-lr0.001 (./data/embeddings/CBOW_CrossEntropyLoss_SGD-lr0.001.pt)
Validation | CBOW_CrossEntropyLoss_SGD-lr0.020 | Accuracy 0.2166
Validation | CBOW_CrossEntropyLoss_SGD-lr0.010 | Accuracy 0.2084
Validation | CBOW_CrossEntropyLoss_SGD-lr0.001 | Accuracy 0.1869
Best model: CBOW_CrossEntropyLoss_SGD-lr0.020 | Accuracy 0.21659497990751397
